subject	subject_value	predicate	object	object_value
MONDO:0004607	vallecula cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C10.0>	Malignant neoplasm of vallecula
MONDO:0004608	oropharynx cancer	skos:exactMatch	<https://icd.codes/icd10cm/C10>	
MONDO:0004608	oropharynx cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C10>	Malignant neoplasm of oropharynx
MONDO:0004609	herpes simplex infectious disease	skos:exactMatch	<https://icd.codes/icd10cm/B00>	
MONDO:0004609	herpes simplex infectious disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B00>	Herpesviral [herpes simplex] infections
MONDO:0004611	soft palate cancer	skos:exactMatch	<https://icd.codes/icd10cm/C05.1>	
MONDO:0004611	soft palate cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C05.1>	Malignant neoplasm of soft palate
MONDO:0004617	recurrent hypersomnia	skos:exactMatch	<https://icd.codes/icd10cm/G47.13>	
MONDO:0004617	recurrent hypersomnia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G47.13>	Recurrent hypersomnia
MONDO:0004619	measles	skos:exactMatch	<https://icd.codes/icd10cm/B05>	
MONDO:0004619	measles	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B05>	Measles
MONDO:0004627	duodenitis	skos:exactMatch	<https://icd.codes/icd10cm/K29.8>	
MONDO:0004627	duodenitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K29.8>	Duodenitis
MONDO:0004637	aryepiglottic fold cancer	skos:exactMatch	<https://icd.codes/icd10cm/C13.1>	
MONDO:0004637	aryepiglottic fold cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C13.1>	Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect
MONDO:0004640	alcoholic gastritis	skos:exactMatch	<https://icd.codes/icd10cm/K29.2>	
MONDO:0004640	alcoholic gastritis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K29.2>	Alcoholic gastritis
MONDO:0004641	skin carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D04>	
MONDO:0004641	skin carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D04>	Carcinoma in situ of skin
MONDO:0004642	tonsillar pillar cancer	skos:exactMatch	<https://icd.codes/icd10cm/C09.1>	
MONDO:0004642	tonsillar pillar cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C09.1>	Malignant neoplasm of tonsillar pillar (anterior) (posterior)
MONDO:0004650	malignant carotid body paraganglioma	skos:exactMatch	<https://icd.codes/icd10cm/C75.4>	
MONDO:0004650	malignant carotid body paraganglioma	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C75.4>	Malignant neoplasm of carotid body
MONDO:0004651	smallpox	skos:exactMatch	<https://icd.codes/icd10cm/B03>	
MONDO:0004651	smallpox	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B03>	Smallpox
MONDO:0004656	rubella	skos:exactMatch	<https://icd.codes/icd10cm/B06>	
MONDO:0004656	rubella	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B06>	Rubella [German measles]
MONDO:0004661	trachea carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D02.1>	
MONDO:0004661	trachea carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D02.1>	Carcinoma in situ of trachea
MONDO:0004663	colon carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D01.0>	
MONDO:0004663	colon carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D01.0>	Carcinoma in situ of colon
MONDO:0004664	helminthiasis	skos:exactMatch	<https://icd.codes/icd10cm/B65-B83>	
MONDO:0004664	helminthiasis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B65-B83>	Helminthiases (B65-B83)
MONDO:0004668	fascioliasis	skos:exactMatch	<https://icd.codes/icd10cm/B66.3>	
MONDO:0004668	fascioliasis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B66.3>	Fascioliasis
MONDO:0004669	salivary gland cancer	skos:exactMatch	<https://icd.codes/icd10cm/C08>	
MONDO:0004669	salivary gland cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C08>	Malignant neoplasm of other and unspecified major salivary glands
MONDO:0004670	lupus erythematosus	skos:exactMatch	<https://icd.codes/icd10cm/L93>	
MONDO:0004670	lupus erythematosus	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/L93>	Lupus erythematosus
MONDO:0004672	fasciolopsiasis	skos:exactMatch	<https://icd.codes/icd10cm/B66.5>	
MONDO:0004672	fasciolopsiasis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B66.5>	Fasciolopsiasis
MONDO:0004677	tinea nigra	skos:exactMatch	<https://icd.codes/icd10cm/B36.1>	
MONDO:0004677	tinea nigra	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B36.1>	Tinea nigra
MONDO:0004678	dermatophytosis	skos:exactMatch	<https://icd.codes/icd10cm/B35>	
MONDO:0004678	dermatophytosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B35>	Dermatophytosis
MONDO:0004679	leukoplakia of vagina	skos:exactMatch	<https://icd.codes/icd10cm/N89.4>	
MONDO:0004679	leukoplakia of vagina	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N89.4>	Leukoplakia of vagina
MONDO:0004682	retromolar area cancer	skos:exactMatch	<https://icd.codes/icd10cm/C06.2>	
MONDO:0004682	retromolar area cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C06.2>	Malignant neoplasm of retromolar area
MONDO:0004685	Waldeyer's ring cancer	skos:exactMatch	<https://icd.codes/icd10cm/C14.2>	
MONDO:0004685	Waldeyer's ring cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C14.2>	Malignant neoplasm of Waldeyer's ring
MONDO:0004690	tonsillar fossa cancer	skos:exactMatch	<https://icd.codes/icd10cm/C09.0>	
MONDO:0004690	tonsillar fossa cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C09.0>	Malignant neoplasm of tonsillar fossa
MONDO:0004694	hepatopulmonary syndrome	skos:exactMatch	<https://icd.codes/icd10cm/K76.81>	
MONDO:0004694	hepatopulmonary syndrome	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K76.81>	Hepatopulmonary syndrome
MONDO:0004696	larynx carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D02.0>	
MONDO:0004696	larynx carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D02.0>	Carcinoma in situ of larynx
MONDO:0004701	uterine polyp	skos:exactMatch	<https://icd.codes/icd10cm/N84.0>	
MONDO:0004701	uterine polyp	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N84.0>	Polyp of corpus uteri
MONDO:0004702	uterine cervix leukoplakia	skos:exactMatch	<https://icd.codes/icd10cm/N88.0>	
MONDO:0004702	uterine cervix leukoplakia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N88.0>	Leukoplakia of cervix uteri
MONDO:0004703	bladder carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D09.0>	
MONDO:0004703	bladder carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D09.0>	Carcinoma in situ of bladder
MONDO:0004708	esophagus carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D00.1>	
MONDO:0004708	esophagus carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D00.1>	Carcinoma in situ of esophagus
MONDO:0004709	occipital lobe neoplasm	skos:exactMatch	<https://icd.codes/icd10cm/C71.4>	
MONDO:0004709	occipital lobe neoplasm	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C71.4>	Malignant neoplasm of occipital lobe
MONDO:0004712	herpes simplex dermatitis	skos:exactMatch	<https://icd.codes/icd10cm/B00.0>	
MONDO:0004712	herpes simplex dermatitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B00.0>	Eczema herpeticum
MONDO:0004715	liver carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D01.5>	
MONDO:0004715	liver carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D01.5>	Carcinoma in situ of liver, gallbladder and bile ducts
MONDO:0004716	stomach carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D00.2>	
MONDO:0004716	stomach carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D00.2>	Carcinoma in situ of stomach
MONDO:0004717	peliosis hepatis	skos:exactMatch	<https://icd.codes/icd10cm/K76.4>	
MONDO:0004717	peliosis hepatis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K76.4>	Peliosis hepatis
MONDO:0004719	hard palate cancer	skos:exactMatch	<https://icd.codes/icd10cm/C05.0>	
MONDO:0004719	hard palate cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C05.0>	Malignant neoplasm of hard palate
MONDO:0004725	rectum carcinoma in situ	skos:exactMatch	<https://icd.codes/icd10cm/D01.2>	
MONDO:0004725	rectum carcinoma in situ	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D01.2>	Carcinoma in situ of rectum
MONDO:0004727	vestibule of mouth cancer	skos:exactMatch	<https://icd.codes/icd10cm/C06.1>	
MONDO:0004727	vestibule of mouth cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C06.1>	Malignant neoplasm of vestibule of mouth
MONDO:0004729	dyskinesia of esophagus	skos:exactMatch	<https://icd.codes/icd10cm/K22.4>	
MONDO:0004729	dyskinesia of esophagus	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K22.4>	Dyskinesia of esophagus
MONDO:0004733	pyriform sinus cancer	skos:exactMatch	<https://icd.codes/icd10cm/C12>	
MONDO:0004733	pyriform sinus cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C12>	Malignant neoplasm of pyriform sinus
MONDO:0004737	homocystinuria	skos:exactMatch	<https://icd.codes/icd10cm/E72.11>	
MONDO:0004737	homocystinuria	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/E72.11>	Homocystinuria
MONDO:0004739	urea cycle disorder	skos:narrowMatch	<https://icd.codes/icd10cm/E72.2>	
MONDO:0004741	tyrosinemia	skos:exactMatch	<https://icd.codes/icd10cm/E70.21>	
MONDO:0004741	tyrosinemia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/E70.21>	Tyrosinemia
MONDO:0004745	priapism	skos:exactMatch	<https://icd.codes/icd10cm/N48.3>	
MONDO:0004745	priapism	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N48.3>	Priapism
MONDO:0004753	mechanical strabismus	skos:exactMatch	<https://icd.codes/icd10cm/H50.6>	
MONDO:0004753	mechanical strabismus	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H50.6>	Mechanical strabismus
MONDO:0004754	rectal prolapse	skos:exactMatch	<https://icd.codes/icd10cm/K62.3>	
MONDO:0004754	rectal prolapse	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K62.3>	Rectal prolapse
MONDO:0004757	chronic ethmoidal sinusitis	skos:exactMatch	<https://icd.codes/icd10cm/J32.2>	
MONDO:0004757	chronic ethmoidal sinusitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J32.2>	Chronic ethmoidal sinusitis
MONDO:0004760	urethral false passage	skos:exactMatch	<https://icd.codes/icd10cm/N36.5>	
MONDO:0004760	urethral false passage	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N36.5>	Urethral false passage
MONDO:0004763	carotid artery dissection	skos:exactMatch	<https://icd.codes/icd10cm/I77.71>	
MONDO:0004763	carotid artery dissection	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I77.71>	Dissection of carotid artery
MONDO:0004768	keratoconjunctivitis	skos:exactMatch	<https://icd.codes/icd10cm/H16.2>	
MONDO:0004768	keratoconjunctivitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H16.2>	Keratoconjunctivitis
MONDO:0004774	gonococcal iridocyclitis	skos:exactMatch	<https://icd.codes/icd10cm/A54.32>	
MONDO:0004774	gonococcal iridocyclitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A54.32>	Gonococcal iridocyclitis
MONDO:0004777	acute laryngitis	skos:exactMatch	<https://icd.codes/icd10cm/J04.0>	
MONDO:0004777	acute laryngitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J04.0>	Acute laryngitis
MONDO:0004778	epididymo-orchitis	skos:exactMatch	<https://icd.codes/icd10cm/N45.3>	
MONDO:0004778	epididymo-orchitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N45.3>	Epididymo-orchitis
MONDO:0004779	epididymitis	skos:exactMatch	<https://icd.codes/icd10cm/N45.1>	
MONDO:0004779	epididymitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N45.1>	Epididymitis
MONDO:0004781	acute myocardial infarction	skos:exactMatch	<https://icd.codes/icd10cm/I21.9>	
MONDO:0004781	acute myocardial infarction	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I21.9>	Acute myocardial infarction, unspecified
MONDO:0004782	diabetes insipidus	skos:exactMatch	<https://icd.codes/icd10cm/E23.2>	
MONDO:0004782	diabetes insipidus	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/E23.2>	Diabetes insipidus
MONDO:0004785	blepharitis	skos:exactMatch	<https://icd.codes/icd10cm/H01.0>	
MONDO:0004785	blepharitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H01.0>	Blepharitis
MONDO:0004789	cholangitis	skos:exactMatch	<https://icd.codes/icd10cm/K83.0>	
MONDO:0004789	cholangitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K83.0>	Cholangitis
MONDO:0004795	otitis externa	skos:exactMatch	<https://icd.codes/icd10cm/H60>	
MONDO:0004795	otitis externa	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H60>	Otitis externa
MONDO:0004822	bronchiectasis	skos:exactMatch	<https://icd.codes/icd10cm/J47>	
MONDO:0004822	bronchiectasis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J47>	Bronchiectasis
MONDO:0004824	neonatal candidiasis	skos:exactMatch	<https://icd.codes/icd10cm/P37.5>	
MONDO:0004824	neonatal candidiasis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/P37.5>	Neonatal candidiasis
MONDO:0004828	lower urinary tract calculus	skos:exactMatch	<https://icd.codes/icd10cm/N21.9>	
MONDO:0004828	lower urinary tract calculus	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N21.9>	Calculus of lower urinary tract, unspecified
MONDO:0004835	necrotizing fasciitis	skos:exactMatch	<https://icd.codes/icd10cm/M72.6>	
MONDO:0004835	necrotizing fasciitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/M72.6>	Necrotizing fasciitis
MONDO:0004841	kidney hypertrophy	skos:exactMatch	<https://icd.codes/icd10cm/N28.81>	
MONDO:0004841	kidney hypertrophy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N28.81>	Hypertrophy of kidney
MONDO:0004849	pulmonary emphysema	skos:exactMatch	<https://icd.codes/icd10cm/J43>	
MONDO:0004849	pulmonary emphysema	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J43>	Emphysema
MONDO:0004852	gonococcal keratitis	skos:exactMatch	<https://icd.codes/icd10cm/A54.33>	
MONDO:0004852	gonococcal keratitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A54.33>	Gonococcal keratitis
MONDO:0004858	occlusion of gallbladder	skos:exactMatch	<https://icd.codes/icd10cm/K82.0>	
MONDO:0004858	occlusion of gallbladder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K82.0>	Obstruction of gallbladder
MONDO:0004859	hydrops of gallbladder	skos:exactMatch	<https://icd.codes/icd10cm/K82.1>	
MONDO:0004859	hydrops of gallbladder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K82.1>	Hydrops of gallbladder
MONDO:0004863	purulent endophthalmitis	skos:exactMatch	<https://icd.codes/icd10cm/H44.0>	
MONDO:0004863	purulent endophthalmitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H44.0>	Purulent endophthalmitis
MONDO:0004866	eustachian tube disorder	skos:exactMatch	<https://icd.codes/icd10cm/H68>	
MONDO:0004866	eustachian tube disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H68>	Eustachian salpingitis and obstruction
MONDO:0004869	pelvic varices	skos:exactMatch	<https://icd.codes/icd10cm/I86.2>	
MONDO:0004869	pelvic varices	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I86.2>	Pelvic varices
MONDO:0004877	transient neonatal thrombocytopenia	skos:exactMatch	<https://icd.codes/icd10cm/P61.0>	
MONDO:0004877	transient neonatal thrombocytopenia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/P61.0>	Transient neonatal thrombocytopenia
MONDO:0004881	myositis fibrosa	skos:exactMatch	<https://icd.codes/icd10cm/M60.1>	
MONDO:0004881	myositis fibrosa	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/M60.1>	Interstitial myositis
MONDO:0004884	eye degenerative disorder	skos:exactMatch	<https://icd.codes/icd10cm/H44.5>	
MONDO:0004884	eye degenerative disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H44.5>	Degenerated conditions of globe
MONDO:0004891	hyperopia	skos:exactMatch	<https://icd.codes/icd10cm/H52.0>	
MONDO:0004891	hyperopia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H52.0>	Hypermetropia
MONDO:0004899	monofixation syndrome	skos:exactMatch	<https://icd.codes/icd10cm/H50.42>	
MONDO:0004899	monofixation syndrome	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H50.42>	Monofixation syndrome
MONDO:0004913	alternating esotropia	skos:exactMatch	<https://icd.codes/icd10cm/H50.05>	
MONDO:0004913	alternating esotropia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H50.05>	Alternating esotropia
MONDO:0004919	infected hydrocele	skos:exactMatch	<https://icd.codes/icd10cm/N43.1>	
MONDO:0004919	infected hydrocele	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N43.1>	Infected hydrocele
MONDO:0004933	hypoplastic left heart syndrome	skos:exactMatch	<https://icd.codes/icd10cm/Q23.4>	
MONDO:0004933	hypoplastic left heart syndrome	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/Q23.4>	Hypoplastic left heart syndrome
MONDO:0004937	hypervitaminosis D	skos:exactMatch	<https://icd.codes/icd10cm/E67.3>	
MONDO:0004937	hypervitaminosis D	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/E67.3>	Hypervitaminosis D
MONDO:0004940	acute female pelvic peritonitis	skos:exactMatch	<https://icd.codes/icd10cm/N73.3>	
MONDO:0004940	acute female pelvic peritonitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N73.3>	Female acute pelvic peritonitis
MONDO:0004944	neurosyphilis	skos:exactMatch	<https://icd.codes/icd10cm/A52.3>	
MONDO:0004944	neurosyphilis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A52.3>	Neurosyphilis, unspecified
MONDO:0004948	B-cell chronic lymphocytic leukemia	skos:narrowMatch	<https://icd.codes/icd10cm/C91.1>	
MONDO:0004960	monoclonal gammopathy	skos:exactMatch	<https://icd.codes/icd10cm/D47.2>	
MONDO:0004960	monoclonal gammopathy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D47.2>	Monoclonal gammopathy
MONDO:0004975	Alzheimer disease	skos:exactMatch	<https://icd.codes/icd10cm/G30>	
MONDO:0004975	Alzheimer disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G30>	Alzheimer's disease
MONDO:0004976	amyotrophic lateral sclerosis	skos:exactMatch	<https://icd.codes/icd10cm/G12.21>	
MONDO:0004976	amyotrophic lateral sclerosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G12.21>	Amyotrophic lateral sclerosis
MONDO:0004977	angioimmunoblastic T-cell lymphoma	skos:exactMatch	<https://icd.codes/icd10cm/C86.5>	
MONDO:0004977	angioimmunoblastic T-cell lymphoma	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C86.5>	Angioimmunoblastic T-cell lymphoma
MONDO:0004979	asthma	skos:exactMatch	<https://icd.codes/icd10cm/J45>	
MONDO:0004979	asthma	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J45>	Asthma
MONDO:0004985	bipolar disorder	skos:exactMatch	<https://icd.codes/icd10cm/F31>	
MONDO:0004985	bipolar disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F31>	Bipolar disorder
MONDO:0004985	bipolar disorder	skos:exactMatch	<http://apps.who.int/classifications/icd10/browse/2010/en#/F31>	
